18,65,0,18,72,33,49,15,12,31,84,53,75,78,95,1,48,12,56,21,100,21,8,68,54,72,7,86,5,82,42,50,53,52,88,67,10,45,31,98,57,77,28,30,31,12,21,46,82,47,100,22,24,63,51,49,69,38,7,12,98,52,83,77,91,89,91,79,23,81,74,36,10,97,37,35,2,61,68,62,3,62,52,1,48,42,41,7,4,74,80,58,66,14,17,51,6,30,55,41,92
19,60,8,71,73,77,24,8,9,86,77,23,41,68,25,85,65,91,53,60,30,21,96,40,90,96,43,27,94,97,38,83,42,21,94,26,42,80,7,60,84,83,37,64,20,60,40,27,17,64,83,22,83,24,99,44,86,65,65,85,13,86,18,6,28,27,27,83,49,31,77,36,43,30,26,37,55,72,61,61,99,80,10,81,31,48,79,91,79,78,82,18,47,79,31,19,34,98,46,75,65
20,96,99,36,82,26,26,74,88,34,63,37,35,97,29,4,84,60,20,28,74,48,6,40,10,33,19,33,62,42,68,8,10,79,90,85,49,10,35,93,91,50,12,91,76,81,90,81,9,41,58,65,25,29,63,11,46,48,34,16,97,47,13,29,85,66,57,19,29,66,58,20,80,51,45,54,34,37,92,31,75,31,100,87,63,19,4,99,14,29,56,42,65,75,66,17,57,85,73,71,5
21,16,3,61,16,48,89,53,36,16,71,31,15,82,81,16,92,57,21,28,41,61,14,79,41,33,68,28,94,23,84,37,58,37,9,64,33,11,10,91,68,61,42,21,0,47,94,5,13,54,31,97,27,44,45,46,87,99,31,29,0,15,48,97,55,96,57,14,51,5,17,13,82,56,38,82,9,30,33,88,0,31,91,99,34,56,21,92,64,36,58,64,97,50,73,50,86,79,48,37,72
22,61,89,58,47,74,15,91,75,88,5,16,48,56,35,89,48,44,63,81,84,74,59,95,48,71,79,21,38,33,1,79,70,5,93,82,25,83,93,40,31,67,14,10,32,72,61,13,27,21,74,1,93,43,9,92,51,4,86,38,91,91,9,21,48,23,54,60,86,81,33,89,83,79,79,81,98,18,91,67,89,25,3,83,96,62,92,34,75,37,33,92,36,59,16,83,74,82,2,97,71
23,84,24,94,68,14,63,60,56,90,86,23,34,21,27,43,69,15,36,91,21,16,64,63,95,44,96,7,78,1,48,77,50,71,40,44,44,42,67,12,28,21,96,0,40,80,79,61,74,30,88,97,51,39,8,65,37,3,96,89,55,97,86,31,47,100,4,54,72,87,91,58,76,20,34,10,90,87,51,38,90,24,14,93,17,37,77,54,11,61,54,22,82,77,94,51,65,47,61,28,49
24,58,43,47,15,23,95,54,62,95,66,66,35,55,85,45,48,84,92,18,100,79,69,7,88,34,90,20,5,48,86,84,2,5,40,42,19,85,80,68,10,68,62,59,68,8,41,35,38,23,45,37,74,23,64,66,84,26,37,99,26,40,16,52,28,2,32,91,94,94,42,68,31,1,51,30,30,77,8,35,44,42,35,58,88,96,15,68,21,92,38,67,6,94,69,71,42,34,78,52,18
25,49,100,94,86,75,34,86,84,55,59,33,55,68,37,83,31,90,74,72,75,55,20,61,87,45,93,45,65,62,79,16,48,19,40,98,49,7,15,37,39,78,13,14,53,93,68,53,80,9,97,59,19,15,7,61,85,10,46,25,7,80,55,31,25,18,98,98,33,55,36,57,97,48,3,20,89,24,30,1,27,7,99,58,3,13,87,67,31,57,16,3,80,28,31,1,58,19,1,33,61
26,35,58,34,93,33,53,24,40,25,86,34,87,51,7,17,76,89,85,24,68,51,40,8,26,33,10,9,83,51,57,48,81,68,32,87,58,29,26,69,50,59,68,79,29,27,3,94,29,55,96,41,90,22,59,9,46,24,99,25,93,96,100,33,54,20,87,82,97,56,79,36,6,93,35,17,86,55,40,25,86,62,82,9,95,75,86,70,27,40,51,34,75,8,11,29,75,56,4,74,8
27,64,73,67,69,38,18,75,68,21,68,34,43,2,45,53,24,12,54,98,68,77,75,37,74,100,53,4,54,30,19,10,87,42,59,24,4,59,93,57,43,4,23,33,39,91,89,3,65,56,58,11,49,46,60,39,59,23,70,67,93,54,30,34,15,100,42,18,47,44,51,29,92,68,40,54,79,0,39,78,76,53,45,92,26,24,63,68,17,88,43,32,96,5,40,94,79,63,13,33,87
28,6,86,5,5,55,73,22,66,91,8,74,29,53,42,20,35,65,31,19,14,17,52,39,31,26,95,45,25,32,13,35,55,12,2,10,41,100,23,48,49,12,89,80,12,45,75,54,94,81,37,17,79,69,78,15,8,60,29,96,91,34,36,21,64,43,49,1,26,48,36,37,72,92,15,91,11,23,32,97,53,94,35,92,6,7,33,30,55,86,79,34,39,84,3,43,16,0,87,37,2
29,82,59,67,86,18,30,0,68,81,36,46,20,9,65,2,52,19,66,35,84,18,65,73,18,2,18,91,88,84,34,69,92,61,73,49,34,10,99,28,34,70,14,45,24,6,67,4,87,57,62,89,1,41,30,25,7,9,52,59,54,68,5,47,91,7,60,0,27,49,35,2,94,37,64,12,16,70,79,51,86,95,81,84,99,44,86,42,2,15,89,62,97,89,94,96,15,29,86,66,11
30,27,74,95,92,81,46,78,78,98,77,43,86,13,44,28,90,22,80,68,65,56,91,63,48,29,21,83,87,28,55,9,65,77,9,11,37,78,97,35,48,53,76,54,84,94,54,43,58,19,46,54,17,92,86,51,17,86,48,82,8,69,94,77,65,28,11,60,34,1,57,21,98,83,66,43,78,56,94,79,39,74,8,61,6,36,24,33,15,56,56,43,89,61,89,58,71,21,81,42,29
31,59,39,28,47,17,1,34,40,73,0,76,54,53,44,5,69,74,39,48,11,94,87,57,70,31,59,27,62,97,67,9,61,11,48,43,0,62,56,25,41,11,2,90,13,100,60,69,75,55,20,38,38,39,53,92,11,84,99,62,30,17,35,50,32,26,34,6,13,90,75,21,80,49,53,95,1,60,11,5,92,96,40,21,27,10,40,91,92,46,86,41,29,48,57,12,20,34,9,61,12
32,7,88,8,19,15,43,49,96,69,70,82,98,3,40,64,52,6,41,93,32,32,20,17,72,91,52,93,17,28,61,43,41,14,50,14,18,32,2,89,30,15,53,22,22,26,82,45,10,14,91,90,67,74,74,83,5,91,3,37,54,4,94,56,17,44,50,91,28,85,41,33,67,22,2,71,14,21,22,22,68,59,64,72,62,50,86,10,76,30,4,72,97,69,21,31,2,52,90,3,79
33,41,13,23,76,45,38,21,69,50,95,81,61,81,43,86,40,69,42,52,13,53,5,75,34,7,11,27,5,4,1,16,22,43,32,80,86,76,36,100,48,5,58,60,10,40,67,29,24,25,81,59,54,39,33,29,91,83,84,25,62,13,99,71,90,49,25,43,42,82,72,54,38,82,10,43,85,5,58,12,66,64,3,32,8,63,99,27,69,28,64,59,65,55,13,61,2,72,73,25,81
34,52,4,11,29,56,54,84,89,43,46,96,75,52,64,22,74,85,10,75,57,78,26,76,9,23,87,86,63,40,62,58,63,53,84,80,80,20,68,28,75,40,48,9,99,7,71,84,99,5,13,39,58,0,24,18,86,95,69,28,15,91,47,68,71,69,89,68,34,24,7,100,85,79,17,5,45,66,65,2,77,49,70,41,26,94,92,57,15,56,78,31,16,41,28,18,38,0,24,92,22
35,62,85,26,51,5,72,56,43,5,36,82,86,36,58,69,27,18,42,79,33,46,11,58,40,90,67,38,84,18,86,16,53,0,58,54,35,41,8,9,99,36,40,44,80,42,99,15,74,76,15,83,57,89,59,2,36,72,36,19,68,59,80,51,89,99,96,17,45,27,44,18,23,69,91,80,7,90,3,22,3,43,72,13,95,34,20,91,34,36,97,19,34,62,59,34,61,90,61,27,79
36,87,56,93,9,38,6,37,33,48,18,70,18,36,98,93,67,12,84,59,56,62,82,1,100,90,42,98,44,54,71,18,56,96,82,4,6,56,83,19,64,64,28,33,86,44,28,61,1,26,82,27,54,91,91,76,31,40,30,7,58,81,83,32,83,99,83,54,30,96,59,51,0,23,5,44,53,49,84,25,86,35,29,54,91,40,72,12,1,1,37,47,76,94,64,49,88,42,10,30,91
37,64,91,90,91,47,9,51,35,11,4,23,29,70,41,83,47,77,69,70,32,60,22,86,70,83,29,30,5,65,33,29,34,83,65,17,13,18,62,48,57,80,83,19,62,49,44,53,80,19,100,7,22,42,94,65,1,100,53,63,6,60,94,50,66,88,95,63,58,25,1,17,94,11,0,13,34,46,13,54,66,75,96,70,46,60,59,55,49,34,91,73,81,64,37,31,85,36,42,57,25
38,43,44,67,7,69,97,57,48,1,21,2,46,92,28,34,60,69,34,71,76,60,79,82,38,16,10,27,37,7,81,66,94,22,45,35,80,36,13,81,2,13,74,75,100,78,11,46,36,4,27,20,48,52,56,39,18,78,85,27,16,22,20,54,42,57,50,36,62,89,11,97,3,75,25,41,94,89,4,23,68,61,11,54,13,45,22,19,62,60,56,25,21,29,4,16,41,75,2,57,5
39,84,56,1,65,50,62,85,65,91,89,85,65,19,32,92,77,32,47,0,61,44,42,67,54,10,56,23,90,94,51,58,58,39,26,33,72,27,71,97,79,13,28,0,42,7,60,33,92,99,93,14,8,14,84,43,43,88,32,60,17,74,1,74,94,15,40,11,94,95,48,7,97,28,54,13,9,21,73,73,79,30,72,13,34,47,100,72,34,18,21,33,5,0,4,0,2,72,24,26,71
40,9,72,31,17,10,15,9,71,52,36,83,83,60,76,42,3,50,7,12,21,50,66,48,65,44,5,71,53,20,75,25,95,94,1,3,51,22,70,95,56,69,62,35,71,24,25,39,68,82,14,47,65,40,41,15,13,28,49,34,87,36,62,67,36,100,95,83,87,52,46,64,6,25,48,41,10,43,53,42,76,12,81,60,90,7,16,61,86,65,23,27,72,21,64,35,16,78,79,39,77
41,74,51,56,97,58,76,9,81,30,41,72,17,95,69,76,45,8,76,74,24,94,14,75,17,77,89,82,49,29,62,35,30,84,18,35,70,10,74,28,83,80,71,90,61,13,30,5,80,43,62,23,55,3,6,81,23,29,47,27,30,95,1,27,72,58,88,61,43,54,34,86,59,13,88,76,37,46,18,89,96,79,23,61,0,73,90,43,45,79,6,83,83,74,78,60,9,90,56,68,71
42,13,56,66,68,61,49,29,58,63,66,40,21,100,87,29,92,73,54,100,75,46,38,67,20,40,94,7,72,68,62,3,30,99,59,28,80,74,93,16,51,5,12,37,31,19,26,5,0,100,64,96,55,4,11,49,87,43,20,67,17,91,47,82,3,44,31,72,77,2,22,78,87,48,42,81,21,92,9,43,34,40,98,11,36,9,17,0,77,85,83,32,33,40,1,84,25,56,99,4,2
43,70,17,28,92,98,60,76,30,70,25,97,39,91,93,97,64,0,51,5,52,17,2,24,93,20,85,28,33,3,22,71,15,93,86,25,20,35,63,4,49,53,69,55,46,67,76,85,59,58,58,61,9,12,57,58,79,100,88,30,37,73,78,52,51,16,25,9,29,52,43,26,100,94,63,56,26,97,4,98,65,97,5,19,72,2,39,0,58,20,48,27,36,30,42,73,18,14,60,99,71
44,16,39,0,15,44,33,33,72,84,20,64,7,91,45,80,96,87,78,45,23,96,59,37,50,83,64,12,88,54,96,1,96,35,34,100,39,41,74,25,0,78,0,47,48,70,88,19,36,32,57,88,5,31,15,33,4,81,44,28,7,81,48,91,18,29,10,37,20,92,77,52,35,65,57,89,34,18,68,99,38,98,53,92,11,17,48,83,83,45,65,58,35,39,43,44,19,12,19,2,90
45,90,49,69,29,58,92,73,98,33,74,0,24,52,3,29,47,66,83,90,27,35,80,96,48,83,71,26,89,68,72,67,96,79,75,32,11,48,13,82,46,5,89,5,13,75,30,87,40,64,38,48,71,7,59,30,33,83,31,2,62,77,43,48,97,8,67,78,63,55,53,37,87,90,11,57,29,34,73,46,77,62,54,74,71,75,16,16,2,17,91,8,8,61,35,64,46,72,27,75,33
46,44,24,68,62,6,76,21,90,33,85,86,71,56,11,56,13,66,0,45,15,78,94,71,70,10,71,69,60,81,93,60,59,27,7,90,63,68,69,10,11,79,15,44,1,91,100,79,13,73,32,13,59,77,3,30,74,9,42,71,29,37,0,77,17,54,63,5,98,15,92,77,16,70,75,55,47,65,85,57,87,68,62,60,46,27,14,59,83,83,19,27,45,8,99,47,91,96,88,39,8
47,7,19,25,39,57,92,34,62,69,29,77,69,99,58,13,62,86,14,0,69,60,28,11,36,35,18,33,58,2,40,0,23,16,81,33,91,16,37,54,6,97,63,83,21,60,5,77,51,100,61,8,36,29,7,5,87,27,49,29,59,23,5,14,39,53,64,25,15,63,14,42,5,66,77,11,69,72,73,97,30,44,42,16,5,52,16,13,48,79,92,62,25,62,81,45,7,26,92,71,20
48,38,59,70,73,33,1,47,62,30,53,67,92,6,26,42,36,20,99,96,53,2,46,36,9,32,93,58,21,23,70,46,99,31,42,7,5,91,19,99,53,1,28,23,73,69,91,35,38,20,85,93,29,41,10,91,69,5,74,77,66,76,72,61,13,5,48,94,28,51,30,55,77,39,11,86,26,5,92,93,93,58,71,82,51,44,94,49,52,19,63,8,46,57,50,62,76,98,67,84,23
49,8,100,12,0,73,37,52,6,83,71,62,59,82,34,77,14,19,43,36,10,51,49,20,82,53,57,22,18,39,10,62,88,12,45,10,80,49,42,63,38,51,24,79,16,49,43,4,1,57,74,22,52,62,20,0,64,33,53,6,50,92,50,96,52,38,96,81,62,90,66,69,47,68,22,50,23,65,98,97,64,98,27,88,20,31,31,87,52,4,7,27,12,8,96,39,59,79,72,60,22
50,40,62,32,58,15,19,41,5,72,68,76,84,11,85,88,79,51,44,53,11,90,50,76,27,63,33,47,52,97,5,35,59,38,25,100,51,34,96,95,89,40,18,9,90,43,93,96,11,11,31,37,63,20,3,51,96,60,64,25,3,15,81,55,76,12,2,70,88,4,72,81,18,93,91,91,6,9,85,98,67,55,83,93,68,62,98,56,29,27,45,7,23,5,45,43,97,97,79,20,4
51,81,38,67,98,50,82,84,50,81,27,72,43,40,19,56,71,43,20,97,43,49,52,2,98,40,10,85,27,75,86,80,86,34,56,68,21,46,5,49,46,87,4,94,15,41,26,72,42,48,24,77,49,23,27,88,12,33,11,42,15,43,39,63,39,30,76,40,3,47,91,54,54,45,42,48,84,26,86,73,81,25,49,80,12,14,6,16,98,31,52,26,77,15,11,97,71,31,41,41,88
52,20,11,81,64,32,70,85,53,52,87,6,66,20,48,37,6,100,73,81,71,68,70,29,62,55,45,65,17,50,43,74,80,70,0,95,9,75,45,38,96,94,93,17,10,77,41,46,59,80,88,79,91,21,99,24,11,11,76,39,92,79,88,48,35,92,63,16,64,98,14,47,22,99,90,0,28,87,49,40,42,40,58,82,82,1,17,49,17,59,80,24,12,88,6,75,21,9,64,28,66
53,21,63,15,81,68,38,27,22,47,71,96,8,100,30,61,64,4,75,17,91,65,39,68,93,100,22,56,40,70,48,27,100,63,38,61,40,34,10,18,55,23,20,12,8,26,89,43,31,40,15,99,81,25,50,19,66,17,37,56,98,91,73,53,28,66,51,63,34,15,0,13,100,16,52,97,16,64,7,5,51,71,41,80,64,60,92,86,41,40,57,3,16,13,37,62,67,63,21,2,40
54,83,67,90,97,93,50,78,75,11,51,60,9,3,8,62,71,45,65,19,54,22,45,76,51,76,10,79,22,85,82,80,16,78,29,23,35,68,11,58,21,48,94,81,17,96,82,64,96,87,94,61,9,49,87,8,13,18,13,23,67,24,58,94,98,59,81,29,58,97,20,69,3,42,41,53,57,36,18,48,63,89,59,44,85,9,85,33,6,89,59,90,87,63,83,8,89,62,5,65,93
55,30,4,64,18,44,85,65,96,41,9,75,80,15,95,22,20,94,74,82,88,45,57,45,57,11,35,28,95,84,9,65,41,31,29,19,33,36,72,11,10,67,42,33,23,80,46,14,73,34,35,51,52,32,100,9,96,65,98,19,18,97,53,20,88,65,83,70,10,89,55,98,38,55,74,44,96,24,79,32,84,15,8,72,25,80,99,40,16,65,38,53,51,19,29,51,28,24,65,18,90
56,53,79,75,38,54,55,85,53,10,60,25,30,27,34,28,63,91,29,24,59,55,62,16,24,99,99,11,6,13,90,74,89,80,47,38,80,69,31,81,43,99,75,49,59,19,55,59,68,91,12,58,51,47,59,12,2,21,55,33,95,3,17,90,24,62,59,24,82,95,5,94,22,75,34,23,5,49,62,44,56,49,100,27,39,23,14,49,8,98,63,56,0,85,1,39,69,54,30,32,75
57,75,98,87,36,2,51,32,76,32,66,73,8,36,68,40,17,97,39,52,70,99,1,69,1,25,51,72,59,49,92,27,11,34,41,50,86,38,38,28,83,2,53,12,13,38,70,65,41,10,52,83,93,38,64,55,34,21,6,37,50,31,73,2,98,94,14,97,28,96,65,98,75,94,74,19,79,52,42,51,77,2,29,52,26,87,59,100,38,54,20,73,0,37,5,45,68,57,15,9,10
58,66,72,97,22,91,85,99,46,26,96,83,42,58,67,16,47,70,3,18,42,69,80,10,75,7,54,15,87,74,11,11,23,9,41,91,50,95,2,71,19,48,53,82,99,72,97,28,6,64,57,23,17,57,87,91,79,17,21,16,99,47,75,89,46,75,24,83,34,19,1,43,4,76,88,84,38,14,27,51,22,61,2,88,54,48,54,32,15,8,49,41,3,52,49,2,99,38,16,98,50
59,6,53,93,97,63,81,98,14,60,15,63,100,2,18,25,38,60,49,73,10,1,61,100,68,13,40,90,49,94,67,11,52,100,16,77,58,58,42,30,10,92,86,21,19,86,49,5,81,54,83,22,41,7,82,86,91,16,86,16,75,16,22,27,43,85,52,64,39,48,77,97,5,56,34,46,67,93,71,19,79,2,28,76,6,92,85,76,18,63,66,100,56,17,27,12,89,62,10,2,97
60,78,56,85,78,37,80,75,52,41,46,86,1,45,56,63,59,86,63,98,72,23,70,29,98,7,81,9,48,51,88,59,15,31,63,64,24,8,19,89,42,79,22,62,23,52,31,6,81,25,88,62,77,77,53,92,43,81,86,13,18,4,21,50,9,15,24,18,42,99,96,69,89,98,98,33,27,58,1,10,56,27,45,48,74,62,66,23,40,2,65,70,69,78,66,18,34,33,58,35,92
61,67,97,16,48,71,12,3,76,94,78,26,26,70,75,19,96,48,2,79,91,92,12,7,27,40,79,73,89,64,72,36,21,27,97,36,34,96,98,17,1,65,47,79,90,12,3,1,99,71,88,68,63,61,52,65,78,81,2,5,61,13,75,62,13,3,9,65,71,93,71,59,55,61,50,59,15,16,62,72,95,97,58,88,33,98,87,35,66,0,31,99,83,42,78,7,15,15,97,55,21
62,2,74,40,44,59,19,79,88,64,83,78,5,68,74,82,47,67,22,64,4,21,48,67,79,8,100,82,45,32,27,27,30,62,69,81,96,58,30,8,2,31,82,22,33,29,27,49,47,5,63,12,77,46,13,11,70,74,99,92,26,22,50,84,63,49,64,7,22,8,99,63,36,56,47,76,57,52,93,27,57,74,39,97,98,19,81,53,10,46,51,13,45,71,26,93,47,70,21,79,55
63,41,58,34,31,28,99,43,37,18,9,35,21,80,62,39,8,90,65,62,37,34,17,53,54,40,62,66,31,57,55,84,41,79,76,58,13,37,93,95,57,4,31,59,34,32,57,84,9,8,78,77,14,39,62,61,53,16,45,56,23,59,17,99,67,56,32,92,26,50,40,94,21,28,97,43,54,75,20,26,72,85,74,5,25,95,82,25,11,73,83,68,15,29,80,71,72,100,24,81,99
64,4,88,3,38,27,77,38,3,49,97,2,3,73,85,36,29,53,99,99,58,36,31,73,99,41,29,83,50,7,86,24,64,46,93,40,68,12,41,5,60,64,38,93,0,70,54,25,89,40,75,12,60,42,55,64,50,3,58,85,59,1,93,88,45,20,46,85,30,77,58,49,46,13,83,100,14,22,14,92,49,53,7,17,0,30,46,80,38,5,89,12,97,24,69,62,51,75,50,23,99
65,80,15,72,69,90,24,78,63,13,3,92,58,16,65,61,77,100,9,20,79,13,30,75,45,74,99,60,100,52,84,22,77,46,60,40,6,97,25,54,63,46,48,83,93,75,4,79,15,89,64,76,74,25,49,11,57,85,96,45,67,10,60,84,88,10,0,14,19,84,33,11,33,23,3,63,49,100,16,23,43,41,5,65,9,63,13,21,36,86,40,62,35,60,1,76,1,24,45,72,20
66,43,65,70,19,40,65,20,26,20,48,0,15,4,61,53,0,93,42,69,13,57,68,28,39,74,67,13,27,23,24,83,81,86,33,67,60,8,22,100,3,48,90,11,90,54,88,48,81,99,34,53,21,92,66,43,70,59,24,68,100,86,28,70,84,49,88,97,5,41,96,95,71,86,70,96,20,94,68,41,98,48,7,36,44,5,81,78,64,83,88,98,57,85,2,3,33,1,1,83,87
67,35,22,37,84,3,91,56,88,33,4,81,25,17,11,10,44,49,5,17,41,9,88,58,64,88,52,50,14,68,34,44,77,45,48,60,89,24,6,0,69,78,39,47,39,17,65,31,17,22,42,82,83,83,2,40,28,3,2,37,62,27,6,32,5,1,88,33,24,10,40,38,49,84,16,88,33,71,19,19,33,89,94,59,64,74,30,49,85,72,0,84,84,17,22,71,97,11,72,43,43
68,11,63,10,69,11,59,30,43,99,58,59,94,88,60,2,34,97,12,47,33,39,74,4,44,57,79,6,20,8,44,20,45,68,48,35,22,44,56,56,36,56,27,82,11,26,38,85,27,93,82,17,1,11,95,13,21,87,67,33,32,56,30,48,21,43,59,96,11,40,64,9,6,6,32,18,1,11,25,52,13,68,78,4,46,34,41,77,93,16,54,86,92,6,82,27,21,45,41,14,76
